'V_P1,'V_P2,current,charge,sensor,state
-0.0,-0.11313131313131314,3.585682854668666e-11,0.0,0.016573040476969312,1
-0.0,-0.11717171717171718,2.781469807255718e-10,0.0,0.01639806860073915,1
-0.0,-0.12121212121212122,5.82996898901588e-11,1.0,0.0518404729133696,1
-0.0,-0.12525252525252525,3.1747515444889363e-12,1.0,0.05166550103713944,1
-0.0,-0.1292929292929293,1.4241808827317736e-13,1.0,0.05149052916090928,1
-0.0,-0.13333333333333333,4.9151182111897226e-15,1.0,0.05131555728467912,1
-0.0,-0.13737373737373737,2.2141461656778417e-16,1.0,0.05114058540844896,1
-0.0,-0.1414141414141414,1.0432263226799568e-17,1.0,0.0509656135322188,1
-0.0,-0.14545454545454545,4.456893481021734e-19,1.0,0.050790641655988636,1
-0.0,-0.1494949494949495,1.7068537044077322e-19,1.0,0.050615669779758475,1
-0.0,-0.15353535353535352,7.566870834876002e-18,1.0,0.050440697903528314,1
-0.0,-0.15757575757575756,3.493365201852923e-16,1.0,0.050265726027298153,1
-0.0,-0.1616161616161616,1.5372135072797686e-14,1.0,0.05009075415106799,1
-0.0,-0.16565656565656567,5.710713636296382e-13,1.0,0.04991578227483783,1
-0.0,-0.1696969696969697,4.297831746708763e-11,1.0,0.04974081039860767,1
-0.0,-0.17373737373737375,9.411031063818169e-10,1.0,0.04956583852237751,1
-0.0,-0.17777777777777778,4.481639809048099e-10,2.0,0.08500824283500795,1
-0.0,-0.18181818181818182,1.7384431454811567e-11,2.0,0.08483327095877778,1
-0.0,-0.18585858585858586,4.796322391885717e-13,2.0,0.08465829908254763,1
-0.0,-0.1898989898989899,1.5094406120446158e-14,2.0,0.08448332720631747,1
-0.0,-0.19393939393939394,2.576859452416261e-16,2.0,0.0843083553300873,1
-0.0,-0.19797979797979798,8.01543432601201e-18,2.0,0.08413338345385714,1
-0.0,-0.20202020202020202,2.3730757663569056e-17,2.0,0.08395841157762698,1
-0.0,-0.20606060606060606,1.2061322564869394e-15,2.0,0.08378343970139682,1
-0.0,-0.2101010101010101,6.057394781736124e-14,2.0,0.08360846782516666,1
-0.0,-0.21414141414141413,2.609865298460028e-12,2.0,0.0834334959489365,1
-0.0,-0.21818181818181817,1.0948348170577749e-10,2.0,0.08325852407270634,1
-0.0,-0.2222222222222222,3.329185970085457e-09,2.0,0.08308355219647619,1
-0.0,-0.22626262626262628,4.89722580194532e-10,3.0,0.11852595650910663,1
-0.0,-0.23030303030303031,1.3255213782295972e-11,3.0,0.11835098463287647,1
-0.0,-0.23434343434343435,3.4407332064093934e-13,3.0,0.1181760127566463,1
-0.0,-0.2383838383838384,9.277765126534716e-15,3.0,0.11800104088041614,1
-0.0,-0.24242424242424243,2.5225943647466777e-16,3.0,0.11782606900418599,1
-0.0,-0.24646464646464647,8.740533618148608e-17,3.0,0.11765109712795582,1
-0.0,-0.2505050505050505,3.895928546251593e-15,3.0,0.11747612525172567,1
-0.0,-0.2545454545454545,2.243945735935926e-13,3.0,0.11730115337549551,1
-0.0,-0.2585858585858586,3.1907189285410976e-11,3.0,0.11712618149926535,1
-0.0,-0.26262626262626265,1.5130626865981012e-09,3.0,0.11695120962303518,1
-0.0,-0.26666666666666666,7.141323546866367e-09,3.0,0.11677623774680501,1
-0.0,-0.27070707070707073,4.28760067281988e-10,4.0,0.15221864205943547,1
-0.0,-0.27474747474747474,1.0968364984447326e-11,4.0,0.1520436701832053,1
-0.0,-0.2787878787878788,2.638404472749275e-13,4.0,0.15186869830697514,1
-0.0,-0.2828282828282828,6.452512551604945e-15,4.0,0.15169372643074497,1
-0.0,-0.2868686868686869,2.534974707920284e-16,4.0,0.15151875455451483,1
-0.0,-0.2909090909090909,4.70698613376096e-15,4.0,0.15134378267828466,1
-0.0,-0.29494949494949496,1.217483877514931e-12,4.0,0.1511688108020545,1
-0.0,-0.298989898989899,7.083206757357346e-11,4.0,0.15099383892582435,1
-0.0,-0.30303030303030304,3.5840753650900206e-09,4.0,0.15081886704959419,1
-0.0,-0.30707070707070705,1.9269707190174715e-08,4.0,0.15064389517336402,1
-0.0,-0.3111111111111111,1.15964783894271e-09,5.0,0.18608629948599448,1
-0.0,-0.3151515151515151,2.83030130774275e-11,5.0,0.1859113276097643,1
-0.0,-0.3191919191919192,6.461802718403016e-13,5.0,0.18573635573353414,1
-0.0,-0.3232323232323232,1.2346442277777527e-14,5.0,0.18556138385730397,1
-0.0,-0.32727272727272727,1.429513749967157e-15,5.0,0.1853864119810738,1
-0.0,-0.33131313131313134,6.089564098084201e-14,5.0,0.18521144010484364,1
-0.0,-0.33535353535353535,3.2164185838586085e-12,5.0,0.18503646822861353,1
-0.0,-0.3393939393939394,1.797331997312365e-09,5.0,0.18486149635238336,1
-0.0,-0.3434343434343434,4.045637378963844e-08,5.0,0.1846865244761532,1
-0.0,-0.3474747474747475,9.326472216086246e-09,6.0,0.2201289287887836,1
-0.0,-0.3515151515151515,2.3237009926996787e-10,6.0,0.21995395691255348,1
-0.0,-0.35555555555555557,1.2739704708935971e-09,0.0,0.0,0
-0.0,-0.3595959595959596,1.4545041932676175e-09,0.0,0.0,0
-0.0,-0.36363636363636365,1.7038988055130096e-09,0.0,0.0,0
-0.0,-0.36767676767676766,1.8157796445032647e-09,0.0,0.0,0
-0.0,-0.3717171717171717,1.9947011143543246e-09,0.0,0.0,0
-0.0,-0.37575757575757573,2.2174543033772392e-09,0.0,0.0,0
-0.0,-0.3797979797979798,2.4927444371326025e-09,0.0,0.0,0
-0.0,-0.3838383838383838,2.8407677835551176e-09,0.0,0.0,0
-0.0,-0.3878787878787879,3.309082497446036e-09,0.0,0.0,0
-0.0,-0.39191919191919194,4.569505486033413e-09,0.0,0.0,0
-0.0,-0.39595959595959596,4.917777871795951e-09,0.0,0.0,0
-0.0,-0.4,5.160997166999773e-09,0.0,0.0,0
-0.00404040404040404,-0.0,2.2965157134266455e-18,0.0,0.0,0
-0.00404040404040404,-0.00404040404040404,3.108086693360769e-18,0.0,0.0,0
-0.00404040404040404,-0.00808080808080808,4.043742179120842e-18,0.0,0.0,0
-0.00404040404040404,-0.012121212121212121,5.762113245025575e-18,0.0,0.0,0
-0.00404040404040404,-0.01616161616161616,7.789086818148798e-18,0.0,0.0,0
-0.00404040404040404,-0.0202020202020202,1.061250378342325e-17,0.0,0.0,0
-0.00404040404040404,-0.024242424242424242,1.4588798320219116e-17,0.0,0.0,0
-0.00404040404040404,-0.028282828282828285,2.027576561108949e-17,0.0,0.0,0
-0.00404040404040404,-0.03232323232323232,2.8677104996673295e-17,0.0,0.0,0
-0.00404040404040404,-0.03636363636363636,3.948229732258857e-17,0.0,0.0,0
-0.00404040404040404,-0.0404040404040404,5.423748228645081e-17,0.0,0.0,0
-0.00404040404040404,-0.044444444444444446,8.677222404437022e-17,0.0,0.0,0
-0.00404040404040404,-0.048484848484848485,1.2552222140963728e-16,0.0,0.0,0
-0.00404040404040404,-0.052525252525252523,1.85276769520106e-16,0.0,0.0,0
-0.00404040404040404,-0.05656565656565657,2.8120082164955594e-16,0.0,0.0,0
-0.00404040404040404,-0.06060606060606061,4.475141897702264e-16,0.0,0.0,0
-0.00404040404040404,-0.06464646464646465,7.06978999932073e-16,0.0,0.0,0
-0.00404040404040404,-0.06868686868686869,4.784238457841517e-28,0.0,0.01847396680531579,1
-0.00404040404040404,-0.07272727272727272,5.103460517745293e-26,0.0,0.01829899492908563,1
-0.00404040404040404,-0.07676767676767676,9.363546543830864e-25,0.0,0.01812402305285547,1
-0.00404040404040404,-0.0808080808080808,9.695496018061485e-23,0.0,0.01794905117662531,1
-0.00404040404040404,-0.08484848484848485,4.480817220126961e-21,0.0,0.017774079300395148,1
-0.00404040404040404,-0.08888888888888889,1.318452720176294e-19,0.0,0.017599107424164987,1
-0.00404040404040404,-0.09292929292929293,5.0554925173368635e-18,0.0,0.017424135547934826,1
-0.00404040404040404,-0.09696969696969697,1.444610390798484e-16,0.0,0.017249163671704665,1
-0.00404040404040404,-0.10101010101010101,3.3277270062119995e-15,0.0,0.017074191795474505,1
-0.00404040404040404,-0.10505050505050505,1.3712961151919404e-13,0.0,0.016899219919244344,1
-0.00404040404040404,-0.10909090909090909,3.8075133494700455e-12,0.0,0.016724248043014183,1
-0.00404040404040404,-0.11313131313131314,7.673054912945233e-11,0.0,0.016549276166784022,1
-0.00404040404040404,-0.11717171717171718,3.5115575889008335e-10,0.0,0.01637430429055386,1
-0.00404040404040404,-0.12121212121212122,4.7755389253707357e-11,1.0,0.05181670860318431,1
-0.00404040404040404,-0.12525252525252525,2.4931609460027244e-12,1.0,0.05164173672695415,1
-0.00404040404040404,-0.1292929292929293,8.327040659930175e-14,1.0,0.05146676485072399,1
-0.00404040404040404,-0.13333333333333333,3.780431783377542e-15,1.0,0.05129179297449383,1
-0.00404040404040404,-0.13737373737373737,1.721037394360287e-16,1.0,0.05111682109826367,1
-0.00404040404040404,-0.1414141414141414,8.169377267703419e-18,1.0,0.05094184922203351,1
-0.00404040404040404,-0.14545454545454545,3.4571064777898503e-19,1.0,0.050766877345803346,1
-0.00404040404040404,-0.1494949494949495,4.406717906878285e-19,1.0,0.050591905469573185,1
-0.00404040404040404,-0.15353535353535352,2.0752993331264116e-17,1.0,0.050416933593343025,1
-0.00404040404040404,-0.15757575757575756,9.49168488253017e-16,1.0,0.050241961717112864,1
-0.00404040404040404,-0.1616161616161616,3.947207286045051e-14,1.0,0.0500669898408827,1
-0.00404040404040404,-0.16565656565656567,1.4293770958251882e-12,1.0,0.04989201796465254,1
-0.00404040404040404,-0.1696969696969697,1.1768519045284482e-10,1.0,0.04971704608842238,1
-0.00404040404040404,-0.17373737373737375,1.6194667715190972e-09,1.0,0.04954207421219222,1
-0.00404040404040404,-0.17777777777777778,3.474989317774324e-10,2.0,0.08498447852482266,1
-0.00404040404040404,-0.18181818181818182,1.2384338218342323e-11,2.0,0.08480950664859249,1
-0.00404040404040404,-0.18585858585858586,3.7264049043440777e-13,2.0,0.08463453477236234,1
-0.00404040404040404,-0.1898989898989899,1.0920266605382382e-14,2.0,0.08445956289613218,1
-0.00404040404040404,-0.19393939393939394,1.9209888606628774e-16,2.0,0.08428459101990202,1
-0.00404040404040404,-0.19797979797979798,6.305072716036174e-18,2.0,0.08410961914367185,1
-0.00404040404040404,-0.20202020202020202,6.801129151651595e-17,2.0,0.0839346472674417,1
-0.00404040404040404,-0.20606060606060606,3.4666028555465972e-15,2.0,0.08375967539121153,1
-0.00404040404040404,-0.2101010101010101,1.6330835093318983e-13,2.0,0.08358470351498137,1
-0.00404040404040404,-0.21414141414141413,7.135174283445839e-12,2.0,0.0834097316387512,1
-0.00404040404040404,-0.21818181818181817,2.9285539150763014e-10,2.0,0.08323475976252105,1
-0.00404040404040404,-0.2222222222222222,4.263012702544679e-09,2.0,0.0830597878862909,1
-0.00404040404040404,-0.22626262626262628,3.161311458132174e-10,3.0,0.11850219219892133,1
-0.00404040404040404,-0.23030303030303031,8.314493758146841e-12,3.0,0.11832722032269116,1
-0.00404040404040404,-0.23434343434343435,2.1913298873881525e-13,3.0,0.118152248446461,1
-0.00404040404040404,-0.2383838383838384,6.037563825630068e-15,3.0,0.11797727657023085,1
-0.00404040404040404,-0.24242424242424243,1.6243380259163227e-16,3.0,0.11780230469400069,1
-0.00404040404040404,-0.24646464646464647,2.4284620836550814e-16,3.0,0.11762733281777052,1
-0.00404040404040404,-0.2505050505050505,1.1516571500663129e-14,3.0,0.11745236094154038,1
-0.00404040404040404,-0.2545454545454545,2.109982468307752e-12,3.0,0.11727738906531021,1
-0.00404040404040404,-0.2585858585858586,1.1677990015966326e-10,3.0,0.11710241718908004,1
-0.00404040404040404,-0.26262626262626265,4.756909480843619e-09,3.0,0.11692744531284988,1
-0.00404040404040404,-0.26666666666666666,6.8387715719314995e-09,4.0,0.1523698496254803,1
-0.00404040404040404,-0.27070707070707073,2.711728619705699e-10,4.0,0.15219487774925017,1
-0.00404040404040404,-0.27474747474747474,6.692980404755509e-12,4.0,0.15201990587302,1
-0.00404040404040404,-0.2787878787878788,1.6157206064719246e-13,4.0,0.15184493399678983,1
-0.00404040404040404,-0.2828282828282828,4.0099512542942994e-15,4.0,0.15166996212055966,1
-0.00404040404040404,-0.2868686868686869,3.941967462839711e-16,4.0,0.15149499024432952,1
-0.00404040404040404,-0.2909090909090909,1.9558038386393907e-14,4.0,0.15132001836809936,1
-0.00404040404040404,-0.29494949494949496,4.148576471489026e-12,4.0,0.1511450464918692,1
-0.00404040404040404,-0.298989898989899,2.4007649905517764e-10,4.0,0.15097007461563905,1
-0.00404040404040404,-0.30303030303030304,1.0472502477356294e-08,4.0,0.15079510273940888,1
-0.00404040404040404,-0.30707070707070705,1.910685218846179e-08,5.0,0.18623750705203934,1
-0.00404040404040404,-0.3111111111111111,7.346140557243326e-10,5.0,0.18606253517580917,1
-0.00404040404040404,-0.3151515151515151,1.719227370959981e-11,5.0,0.185887563299579,1
-0.00404040404040404,-0.3191919191919192,3.9189189090485083e-13,5.0,0.18571259142334884,1
-0.00404040404040404,-0.3232323232323232,9.278460034422759e-15,5.0,0.18553761954711867,1
-0.00404040404040404,-0.32727272727272727,4.945858794846591e-15,5.0,0.1853626476708885,1
-0.00404040404040404,-0.33131313131313134,2.1258522676236961e-13,5.0,0.18518767579465834,1
-0.00404040404040404,-0.33535353535353535,1.1292079998143116e-11,5.0,0.18501270391842822,1
-0.00404040404040404,-0.3393939393939394,6.557222954941484e-09,5.0,0.18483773204219806,1
-0.00404040404040404,-0.3434343434343434,6.800221098129574e-08,5.0,0.1846627601659679,1
-0.00404040404040404,-0.3474747474747475,6.0867938734033365e-09,6.0,0.2201051644785983,1
-0.00404040404040404,-0.3515151515151515,1.4343118408110863e-10,6.0,0.21993019260236818,1
-0.00404040404040404,-0.35555555555555557,2.008833363163035e-09,0.0,0.0,0
-0.00404040404040404,-0.3595959595959596,2.364975739812321e-09,0.0,0.0,0
-0.00404040404040404,-0.36363636363636365,2.5966155812991862e-09,0.0,0.0,0
-0.00404040404040404,-0.36767676767676766,2.8973399685682462e-09,0.0,0.0,0
-0.00404040404040404,-0.3717171717171717,3.2972118888137795e-09,0.0,0.0,0
-0.00404040404040404,-0.37575757575757573,3.862408351487239e-09,0.0,0.0,0
-0.00404040404040404,-0.3797979797979798,4.448751816916215e-09,0.0,0.0,0
-0.00404040404040404,-0.3838383838383838,4.722714906095633e-09,0.0,0.0,0
-0.00404040404040404,-0.3878787878787879,5.555030256537393e-09,0.0,0.0,0
-0.00404040404040404,-0.39191919191919194,5.795856817513605e-09,0.0,0.0,0
-0.00404040404040404,-0.39595959595959596,5.946415450627947e-09,0.0,0.0,0
-0.00404040404040404,-0.4,6.0133342670600414e-09,0.0,0.0,0
-0.00808080808080808,-0.0,3.2695754394437474e-18,0.0,0.0,0
-0.00808080808080808,-0.00404040404040404,4.406343572691246e-18,0.0,0.0,0
-0.00808080808080808,-0.00808080808080808,5.728376335601663e-18,0.0,0.0,0
-0.00808080808080808,-0.012121212121212121,8.103618117980319e-18,0.0,0.0,0
-0.00808080808080808,-0.01616161616161616,1.0956117095621187e-17,0.0,0.0,0
-0.00808080808080808,-0.0202020202020202,1.4930251518532163e-17,0.0,0.0,0
-0.00808080808080808,-0.024242424242424242,2.0526967666396035e-17,0.0,0.0,0
-0.00808080808080808,-0.028282828282828285,2.8528618050754193e-17,0.0,0.0,0
-0.00808080808080808,-0.03232323232323232,4.037022794809371e-17,0.0,0.0,0
-0.00808080808080808,-0.03636363636363636,5.5426948606114916e-17,0.0,0.0,0
-0.00808080808080808,-0.0404040404040404,7.682844149616139e-17,0.0,0.0,0
-0.00808080808080808,-0.044444444444444446,1.173983278104055e-16,0.0,0.0,0
-0.00808080808080808,-0.048484848484848485,1.7052875350959223e-16,0.0,0.0,0
-0.00808080808080808,-0.052525252525252523,2.529726743321551e-16,0.0,0.0,0
-0.00808080808080808,-0.05656565656565657,3.8655347769562277e-16,0.0,0.0,0
-0.00808080808080808,-0.06060606060606061,6.229867156302253e-16,0.0,0.0,0
-0.00808080808080808,-0.06464646464646465,9.532637874301134e-16,0.0,0.0,0
-0.00808080808080808,-0.06868686868686869,8.7641268619858e-28,0.0,0.018450202495130498,1
-0.00808080808080808,-0.07272727272727272,1.0957393453571482e-25,0.0,0.018275230618900337,1
-0.00808080808080808,-0.07676767676767676,7.069223974775972e-24,0.0,0.018100258742670176,1
-0.00808080808080808,-0.0808080808080808,2.0089604725428606e-22,0.0,0.017925286866440016,1
-0.00808080808080808,-0.08484848484848485,1.0078900037552096e-20,0.0,0.017750314990209855,1
-0.00808080808080808,-0.08888888888888889,2.804094616380829e-19,0.0,0.017575343113979694,1
-0.00808080808080808,-0.09292929292929293,1.1521572692520745e-17,0.0,0.017400371237749533,1
-0.00808080808080808,-0.09696969696969697,3.283016981024864e-16,0.0,0.017225399361519372,1
-0.00808080808080808,-0.10101010101010101,1.13407130638734e-14,0.0,0.01705042748528921,1
-0.00808080808080808,-0.10505050505050505,3.145688133062876e-13,0.0,0.01687545560905905,1
-0.00808080808080808,-0.10909090909090909,8.733616419959607e-12,0.0,0.01670048373282889,1
-0.00808080808080808,-0.11313131313131314,2.0868492513930744e-10,0.0,0.01652551185659873,1
-0.00808080808080808,-0.11717171717171718,4.217391633499259e-10,1.0,0.05196791616922918,1
-0.00808080808080808,-0.12121212121212122,4.129435140735512e-11,1.0,0.05179294429299902,1
-0.00808080808080808,-0.12525252525252525,2.054085330640861e-12,1.0,0.05161797241676886,1
-0.00808080808080808,-0.1292929292929293,6.476710837454208e-14,1.0,0.0514430005405387,1
-0.00808080808080808,-0.13333333333333333,2.9627637683586476e-15,1.0,0.05126802866430854,1
-0.00808080808080808,-0.13737373737373737,1.3725476896952334e-16,1.0,0.05109305678807838,1
-0.00808080808080808,-0.1414141414141414,6.3544936752505704e-18,1.0,0.05091808491184822,1
-0.00808080808080808,-0.14545454545454545,2.2749630778669487e-19,1.0,0.050743113035618057,1
-0.00808080808080808,-0.1494949494949495,1.1964258630309843e-18,1.0,0.050568141159387896,1
-0.00808080808080808,-0.15353535353535352,5.656501611870847e-17,1.0,0.050393169283157735,1
-0.00808080808080808,-0.15757575757575756,2.5580931922262246e-15,1.0,0.050218197406927574,1
-0.00808080808080808,-0.1616161616161616,1.0044528376707276e-13,1.0,0.05004322553069741,1
-0.00808080808080808,-0.16565656565656567,7.443137034130628e-12,1.0,0.04986825365446725,1
-0.00808080808080808,-0.1696969696969697,2.9799126379031476e-10,1.0,0.04969328177823709,1
-0.00808080808080808,-0.17373737373737375,2.1776339197467505e-09,1.0,0.04951830990200693,1
-0.00808080808080808,-0.17777777777777778,2.470248612892734e-10,2.0,0.08496071421463737,1
-0.00808080808080808,-0.18181818181818182,8.120122492630884e-12,2.0,0.0847857423384072,1
-0.00808080808080808,-0.18585858585858586,2.4867000954755904e-13,2.0,0.08461077046217705,1
-0.00808080808080808,-0.1898989898989899,4.347995674923882e-15,2.0,0.0844357985859469,1
-0.00808080808080808,-0.19393939393939394,1.2724981144123872e-16,2.0,0.08426082670971673,1
-0.00808080808080808,-0.19797979797979798,8.03457518964406e-18,2.0,0.08408585483348656,1
-0.00808080808080808,-0.20202020202020202,2.227721860378861e-16,2.0,0.0839108829572564,1
-0.00808080808080808,-0.20606060606060606,1.0282916996368021e-14,2.0,0.08373591108102624,1
-0.00808080808080808,-0.2101010101010101,4.538428514200935e-13,2.0,0.08356093920479608,1
-0.00808080808080808,-0.21414141414141413,1.9849809601952076e-11,2.0,0.08338596732856592,1
-0.00808080808080808,-0.21818181818181817,1.799345727041358e-09,2.0,0.08321099545233576,1
-0.00808080808080808,-0.2222222222222222,4.404753118550725e-09,3.0,0.11865339976496622,1
-0.00808080808080808,-0.22626262626262628,2.0344719075876792e-10,3.0,0.11847842788873605,1
-0.00808080808080808,-0.23030303030303031,5.324194823361523e-12,3.0,0.11830345601250589,1
-0.00808080808080808,-0.23434343434343435,1.431742953131692e-13,3.0,0.11812848413627572,1
-0.00808080808080808,-0.2383838383838384,3.786419346067799e-15,3.0,0.11795351226004556,1
-0.00808080808080808,-0.24242424242424243,1.160254492902955e-16,3.0,0.11777854038381541,1
-0.00808080808080808,-0.24646464646464647,7.209386317729344e-16,3.0,0.11760356850758524,1
-0.00808080808080808,-0.2505050505050505,1.0601948948603144e-13,3.0,0.11742859663135509,1
-0.00808080808080808,-0.2545454545454545,6.8492016740425785e-12,3.0,0.11725362475512494,1
-0.00808080808080808,-0.2585858585858586,3.744080202993414e-10,3.0,0.11707865287889477,1
-0.00808080808080808,-0.26262626262626265,1.138455977560461e-08,3.0,0.1169036810026646,1
-0.00808080808080808,-0.26666666666666666,6.57447655844587e-09,4.0,0.15234608531529503,1
-0.00808080808080808,-0.27070707070707073,2.0769014108210324e-10,4.0,0.1521711134390649,1
-0.00808080808080808,-0.27474747474747474,4.903434401552847e-12,4.0,0.15199614156283472,1
-0.00808080808080808,-0.2787878787878788,1.0152473122606072e-13,4.0,0.15182116968660456,1
-0.00808080808080808,-0.2828282828282828,2.5664727467946605e-15,4.0,0.1516461978103744,1
-0.00808080808080808,-0.2868686868686869,1.0175644181074595e-15,4.0,0.15147122593414425,1
-0.00808080808080808,-0.2909090909090909,2.434337018340985e-13,4.0,0.15129625405791408,1
-0.00808080808080808,-0.29494949494949496,1.447536363638725e-11,4.0,0.1511212821816839,1
-0.00808080808080808,-0.298989898989899,8.308501276736123e-10,4.0,0.15094631030545377,1
-0.00808080808080808,-0.30303030303030304,2.7059604245279984e-08,4.0,0.1507713384292236,1
-0.00808080808080808,-0.30707070707070705,1.5827306831603972e-08,5.0,0.18621374274185404,1
-0.00808080808080808,-0.3111111111111111,4.692088112774565e-10,5.0,0.18603877086562387,1
-0.00808080808080808,-0.3151515151515151,1.0594940187602682e-11,5.0,0.18586379898939373,1
-0.00808080808080808,-0.3191919191919192,2.4598976662173786e-13,5.0,0.1856888271131636,1
-0.00808080808080808,-0.3232323232323232,6.152854611368543e-15,5.0,0.18551385523693342,1
-0.00808080808080808,-0.32727272727272727,1.7218406509197517e-14,5.0,0.18533888336070325,1
-0.00808080808080808,-0.33131313131313134,9.229726996775769e-13,5.0,0.1851639114844731,1
-0.00808080808080808,-0.33535353535353535,5.4458223771988e-10,5.0,0.18498893960824292,1
-0.00808080808080808,-0.3393939393939394,2.3887108184824742e-08,5.0,0.18481396773201275,1
-0.00808080808080808,-0.3434343434343434,8.58695117668723e-08,6.0,0.2202563720446432,1
-0.00808080808080808,-0.3474747474747475,4.0001637814876875e-09,6.0,0.22008140016841304,1
-0.00808080808080808,-0.3515151515151515,9.409851664746388e-11,6.0,0.21990642829218288,1
-0.00808080808080808,-0.35555555555555557,3.47784013787292e-09,0.0,0.0,0
-0.00808080808080808,-0.3595959595959596,4.019444221743596e-09,0.0,0.0,0
-0.00808080808080808,-0.36363636363636365,4.68218504903825e-09,0.0,0.0,0
-0.00808080808080808,-0.36767676767676766,4.984564607590863e-09,0.0,0.0,0
-0.00808080808080808,-0.3717171717171717,5.148571220029002e-09,0.0,0.0,0
-0.00808080808080808,-0.37575757575757573,5.3107255367513366e-09,0.0,0.0,0
-0.00808080808080808,-0.3797979797979798,5.533229661521744e-09,0.0,0.0,0
-0.00808080808080808,-0.3838383838383838,6.243423533205988e-09,0.0,0.0,0
-0.00808080808080808,-0.3878787878787879,6.441679259750497e-09,0.0,0.0,0
-0.00808080808080808,-0.39191919191919194,6.528148753579768e-09,0.0,0.0,0
-0.00808080808080808,-0.39595959595959596,6.5321438540060396e-09,0.0,0.0,0
-0.00808080808080808,-0.4,6.5117676004132175e-09,0.0,0.0,0
-0.012121212121212121,-0.0,4.348606992993035e-18,0.0,0.0,0
-0.012121212121212121,-0.00404040404040404,5.819299023248152e-18,0.0,0.0,0
-0.012121212121212121,-0.00808080808080808,7.599931175642039e-18,0.0,0.0,0
-0.012121212121212121,-0.012121212121212121,1.080404480869663e-17,0.0,0.0,0
-0.012121212121212121,-0.01616161616161616,1.4642132364294034e-17,0.0,0.0,0
-0.012121212121212121,-0.0202020202020202,2.0003785679087127e-17,0.0,0.0,0
-0.012121212121212121,-0.024242424242424242,2.757819352204039e-17,0.0,0.0,0
-0.012121212121212121,-0.028282828282828285,3.845253431208184e-17,0.0,0.0,0
-0.012121212121212121,-0.03232323232323232,5.480030912962702e-17,0.0,0.0,0
-0.012121212121212121,-0.03636363636363636,7.475094701318829e-17,0.0,0.0,0
-0.012121212121212121,-0.0404040404040404,1.0404987840195676e-16,0.0,0.0,0
-0.012121212121212121,-0.044444444444444446,1.5984707979909604e-16,0.0,0.0,0
-0.012121212121212121,-0.048484848484848485,2.332031921232032e-16,0.0,0.0,0
-0.012121212121212121,-0.052525252525252523,3.477945697091153e-16,0.0,0.0,0
-0.012121212121212121,-0.05656565656565657,5.35357310273162e-16,0.0,0.0,0
-0.012121212121212121,-0.06060606060606061,8.759580800103502e-16,0.0,0.0,0
-0.012121212121212121,-0.06464646464646465,1.3014965029007553e-15,0.0,0.0,0
-0.012121212121212121,-0.06868686868686869,1.6011754226508708e-27,0.0,0.01842643818494521,1
-0.012121212121212121,-0.07272727272727272,2.2888576202053685e-25,0.0,0.018251466308715047,1
-0.012121212121212121,-0.07676767676767676,1.5822098116030841e-23,0.0,0.018076494432484887,1
-0.012121212121212121,-0.0808080808080808,4.188005215673917e-22,0.0,0.017901522556254726,1
-0.012121212121212121,-0.08484848484848485,2.2740913778153226e-20,0.0,0.017726550680024565,1
-0.012121212121212121,-0.08888888888888889,6.003490443121373e-19,0.0,0.017551578803794404,1
